Title,Genre,Series or Movie,Director,Writer,Actors,IMDb Score,Release Date,IMDb Link,Summary,Image
Safari,"Adventure, Comedy",Movie,Olivier Baroux,"Richard Grandpierre, Jean-Paul Bathany, Pascal Plisson, Olivier Baroux","Frédérique Bel, Lionel Abelanski, Kad Merad, Valérie Benguigui",4.5,01 Apr 2009,https://www.imdb.com/title/tt1328642,Misadventures ensue when five French tourists fall into the hands of a bumbling safari guide with no survival skills and a huge debt to settle.,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaM4tkl3wmV6ecr43CYpTsKef2hTRUKIwnKBpe1se3TpqcGkTLiZDLRN4d3xxVu2u1UYYP5PLoybhfsukBjnk-wZQA.jpg?r=d10
A California Christmas,"Comedy, Drama, Romance",Movie,Shaun Paul Piccinino,Lauren Swickard,"Ali Afshar, Josh Swickard, David Del Rio, Lauren Swickard",5.7,14 Dec 2020,https://www.imdb.com/title/tt13055780,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her familyâ€™s land before Christmas.",https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVeR60wtRF2Y1Tmt7j0lp4lqoVo819wc45oxBpSaDfsz5j-kUjMUrWJxuZcbzUNWN2zvbWoOdt7PQIgr5hPHz2kv6WXd9E1kApfIEDr6L4ISLIJ5ISLrBCLfMTW6GjTeu99vN9fvo7OaouNDZrkDd4JLmpPYe5-76_P-SKX9yob-9A44R9lxbQ.jpg?r=bab
Black Water: Abyss,"Action, Drama, Horror",Movie,Andrew Traucki,"John Ridley, Sarah Smith","Benjamin Hoetjes, Amali Golden, Luke Mitchell, Jessica McNamee",4.5,07 Aug 2020,https://www.imdb.com/title/tt7978672,"While exploring a cave system in Northern Australia, five friends find themselves fighting to survive rising water levels and a murderous creature.",https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABReM-bPB2c9CpVwc4HoOOCXD2zWY26BQ1w_pvX57a2tMqjVhFrM0NP2ZDX1jZCUUZCEnLxwr3FUCZYuu23ZyE6itrQ.jpg?r=030
My Giraffe,Family,Movie,Barbara Bredero,"Mirjam Oomkes, Laura Weeda, Annie M.G. Schmidt, Tijs van Marle","Martijn Fischer, Medi Broekman, Liam de Vries, Dolores Leeuwin",6.6,04 Oct 2017,https://www.imdb.com/title/tt5992202,"After his first day of school, a caring boy looks for a way to share his new experiences with his best friend â€” a giraffe from the zoo.",https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUL_vK48ggih9Krt-sEqQmyJ_qlXuXLcW_57qymuYx5X7hjFu6lt48zAztFdsbY2LfhWeXpDePmXbpU185mzjmrFvQ.jpg?r=e0b
No Such Thing as Housewives,Comedy,Movie,Aniëlle Webster,"Richard Kemper, Rick Engelkes","Victoria Koblenko, Kay Greidanus, Jelka van Houten, Eva van de Wijdeven",6.6,21 Dec 2017,https://www.imdb.com/title/tt5912150,"Two sisters and their eccentric mother struggle to find the balance between their intertwined private, professional and family lives.",https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV_hSNW_Ju5mDxS-5usFxZXdHv7dh8nQiMt8PzuG_VzqT6mVHWtYthuUdZzOVTZJEOXaErBRdR3CtwKnBqVFqPgulg.jpg?r=a30
Hartenstrijd,"Comedy, Romance",Movie,Janice Pierre,Nienke Römer,"Oscar Aerts, Eva van de Wijdeven, Jennifer Hoffman, Tibor Lukács",5.6,27 Oct 2016,https://www.imdb.com/title/tt5876318,"After a heartbroken police officer vows not to get into a relationship, she meets a freewheeling bar owner who wants to prove he can be monogamous.",https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWbFNb-HL3grWIOYPtkZll1chbtG_bfyqgHrcYCslWhN1XrLc4NuVREQY_ZnK5xMVaK_EAHGWOstx6WeEWQ5g5iPUQ.jpg?r=8ae
A-Teen,"Comedy, Drama, Romance",Series,,,"Soo-Hyun Kim, Ye-Eun Shin, Na-Eun Lee, Kim Dong-Hee",8.0,01 Aug 2018,https://www.imdb.com/title/tt9861132,"Navigating love, friendships and expectations poses everyday challenges for high school students on the cusp of adulthood.",https://occ-0-3187-3188.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQET2S0LKofeD_m8tCLrcrBzHIpFLi0LFqiM6jRSb6eEephb38hf4QoVMY9BlqI4nvjR98AiCXrEd2JCgRlyOEeVZQ.jpg?r=b71
Silam,Horror,Movie,Jose Poernomo,"Lele Laila, Adam Ripp, Paul Todisco, Risa Saraswati","Surya Saputra, Nova Eliza, Zidane Khalid, Wulan Guritno",5.5,13 Dec 2018,https://www.imdb.com/title/tt9372808,"Grappling with mistreatment at school and at home, Baskara moves into his uncles home, where he encounters spirits and uncovers unsettling secrets.",https://occ-0-1983-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVnJ5dxP_F-709SrNhpT_prRzHhemgQhdKZznIdlVEKIMrqL-EVvbj9u7uOGfOaGpDWcYZX4WOFXJGcNCuBDnX5LHg.jpg?r=b3e
Crackerjack,"Comedy, Sport",Movie,Paul Moloney,"Mick Molloy, Richard Molloy","Monica Maughan, Frank Wilson, Mick Molloy, Bill Hunter",6.8,07 Nov 2002,https://www.imdb.com/title/tt0291832,"To preserve his easy-money scheme, a loafer becomes an active member of his lawn bowling club when a developer poses a threat to the entire facility.",https://occ-0-270-2568.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeTEgKOaaXk_LY4mZIilO4_QQCIl1dFwSjHeJ83kjNeEoJsXbM_Qi9fp59G3EFjrByjVU_zTqN8_7kZmp50CuZp4Iw.jpg?r=63f
King Shakir,"Animation, Comedy",Series,,,"Mustafa Oral, Levent Ünsal, Atilla Sendil, Didem Atlihan",5.6,,https://www.imdb.com/title/tt7639726,"A lion, his elephant friend and his problem-solving brother embark on imaginative misadventures around the city.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdpu3X95Dn08ei5snlA1gA1QX71Tf0vmFA6zMdZ8DrB31X8vHxZdZjqj-ssV_hvCfa0Cq9-CUbV7ipzlLOI4k55qIw.jpg?r=dca
Kukuli,Drama,Series,"César Villanueva, Luis Figueroa, Eulogio Nishiyama","Hernán Velarde, Luis Figueroa, Sebastián Salazar Bondy, César Villanueva","Victor Chambi, Judith Figueroa, Lizardo Pérez, Emilio Galli",6.4,27 Jul 1961,https://www.imdb.com/title/tt0133904,"Playful monkey Kukuli and his friends Tinky, Minky, Dütdüt and Şinek love to sing, dance, laugh, learn and embark on new adventures.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABepBdhRkoeEOVFtFX5bYsMXabEMrGIV59xhXzclimLW2h1dRnvoQVcTqIywANnWH1JkVqrHwUB0g_xGVaCHnmvFldg.jpg?r=6ef
Exatlon,"Game-Show, Reality-TV, Sport",Series,,,"Dilan Ay, Uras Benlioglu, Öykü Berkan, Dilara Aydin",3.8,03 Jul 2020,https://www.imdb.com/title/tt11286902,Orkun Işıtmak hosts an epic sports challenge pitting Turkey’s influencers against each other. Who will party — and who will be punished?,https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYzPRY03R2GczJOUPVRX3JbTws9En3h6dZZ_cJqUUE9QGKGuvyyc1GZPLZzYJ4ZmYReZuC5BtCG2hoFOivT53L6M8_EFhS0Jr-rHs9dTye2_-FrzbDZFazpnXbU.jpg?r=def
Nadide Hayat,Comedy,Movie,Çagan Irmak,"Emre Özdür, Çagan Irmak, Volkan Sümbül, Ali Demirel","Sevil Aki, Burak Can, Demet Akbag, Batuhan Begimgil",6.4,18 Dec 2015,https://www.imdb.com/title/tt5065790,A widowed housewife returns to college to complete her studies and embarks on a journey that gives her life new meaning.,https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSx7O2581RGPMoFezAwZHLJfTVzMaRbSSZQuz1l6uUdjrrrXCwePwF9W5bvpz2KneyUaf-6h1_xzVQh0M0w5pLVNTA.jpg?r=3db
Nefes,"Short, Drama, Thriller",Movie,Murat Onbul,Mehmet Ilker Altinay,"Tansu Biçer, Nevbahar Hakverdi, Murat Onbul, Erkan Erten",6.0,,https://www.imdb.com/title/tt4552160,"At a remote outpost in southeastern Turkey, a commander and a group of soldiers face an impending clash with a PKK unit.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaa1jNMOJ3V6Tf1a06th_-zr8nMcJt79TpGdv1pw7WC1WXpgTJS81Y1zdu4FHMU7O7TIxj3QmD6a6UPgjc80LY0a9A.jpg?r=db8
One Love,"Drama, Music, Romance",Movie,"Rick Elgood, Don Letts",Trevor D. Rhone,"Ky-Mani Marley, Idris Elba, Vas Blackwood, Cherine Anderson",6.4,15 Jul 2005,https://www.imdb.com/title/tt0387467,"During the 1990s, jockey Halis Karataş and a horse owners daughter find love and hope in the face of impending tragedy.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABceVXVP-MQCZsTjEIG-LSTcsuF_HSd2rWBannsYP-uRn52yEwski2V6IZfXsQ4gLF6L0Gcm4JM5DVpKbgTuOA41Iaw.jpg?r=ae0
Out of Love,Thriller,Movie,,,"Ekavali Khanna, Sanghmitra Hitaishi, Rasika Dugal, Harsh Chhaya",7.1,22 Nov 2019,https://www.imdb.com/title/tt11322616,"Knocked down by heartbreak, a distraught woman tries to rejuvenate her life when a complex drummer takes an interest in easing her recovery.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYN5YHqdE1_VjHzHh7ACJbNjy_I9OdsnhWRyKVSwWJD_peRhjHIAW-wsKYPHEcDryCdLCRHW3HzRIKq38Sjb3NR_VQ.jpg?r=2e8
Perfect Strangers,"Comedy, Drama",Movie,Paolo Genovese,"Rolando Ravello, Paolo Costella, Paolo Genovese, Paola Mammini, Filippo Bologna","Edoardo Leo, Anna Foglietta, Marco Giallini, Giuseppe Battiston",7.8,11 Feb 2016,https://www.imdb.com/title/tt4901306,Revelations come to light when seven friends reunite and play a dinner party game that forces them to share their cell phone updates with the group.,https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUjM1BXh7pImG0FWRLmUfHOYJIlXTHF1v5UDMKDbMsdkzxsBcCjnjInwjsIMikrAbj2-s63wbPiCR-96xNm1wWSKzA.jpg?r=9c9
Remember us,"Short, Action, Drama, Sci-Fi, Thriller",Movie,Mikhail Saburov,Mikhail Saburov,"Erich Rausch, Julia Falcao, James Kautz, Benjamin Cole",,,https://www.imdb.com/title/tt5212320,"When a busy businessman takes in his ailing father, they struggle to adapt to the arrangement despite the unexpected impact proximity brings.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbbBqYwLiRp9xKUg_G2OpqA9IJUOMrZSaTMa9ZAJFbbeyzEliiKVAnJ6oMdT5jzw9Az68kR-zd8ltfi3KHCi_5YIXg.jpg?r=abb
Second Chance,"Drama, Sci-Fi",Movie,,Rand Ravich,"Dilshad Vadsaria, Robert Kazinsky, Adhir Kalyan, Ciara Bravo",7.5,13 Jan 2016,https://www.imdb.com/title/tt4378456,"When a timid teacher meets a charismatic restaurateur, opposites hardly attract until their painful pasts transform their connection into love.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZfCKqvCHO58o9IMMQljTJcwpiYLBvvi0Ff7T39oIpmuS4aos21jB5mXEOsgrzeCcaL2eeqm0ssSR77j8lANXnw2bQ.jpg?r=999
Talking Animals,Short,Movie,,,"Eddie Izzard, Mark Johnson, Andrew Adamson, William Moseley",7.6,02 Dec 2008,https://www.imdb.com/title/tt5220944,"Nine-year-old Can, who loves and can talk to animals, must stop the owner of a conservation park from turning it into a residential development.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbcEsHXWuiONoWLL_WPoMMNTWJIbplUfbwxS86gjm-fHDuB56lG0uuApzcpdGfuK3gpScrfsifOx_HZUjksM732TAg.jpg?r=6e1
The Crooked Man,Horror,Movie,Jesse Holland,"Peter Sullivan, Jeffrey Schenck","Cameron Jebo, Angelique Rivera, Michael Jai White, Dmitrious Bistrevsky",4.3,01 Oct 2016,https://www.imdb.com/title/tt5979690,"Conjuring a demon at a slumber party results in one girls death and another girl being committed. Years later, shes out â€” and hes back.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdXtx1W9VycY9HBXEK-H8kKE3a3P5Sx1-cgPOMXcX5jBTlHpdArUavg91uRk9HXQ8lz5maFHxsBcjzTA9P4bK1WkeQ.jpg?r=1a5
The Other,"Drama, Horror, Mystery, Thriller",Movie,Robert Mulligan,Tom Tryon,"Chris Udvarnoky, Martin Udvarnoky, Uta Hagen, Diana Muldaur",6.9,26 May 1972,https://www.imdb.com/title/tt0069050,"When an ex-lover lures him with a tempting job offer, a man and his girlfriend enter a twisted love triangle with shocking consequences.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX8rpBiZfx9TX6ouRdGWR3NI6-vOC5Er-i49RAsTNQWj-dtlH_pqBnDbwsXz0se6ninc9AQ8u4hKi2ABLNdJXuqt-g.jpg?r=23b
Turkish Ice Cream,"Drama, History, War",Movie,Can Ulkay,"Gurkan Tanyas, Taylan Atalay, Ceren Özcan","Sebnem Bozoklu, Erkan Kolçak Köstendil, Will Thorp, Ali Atay",6.4,15 Mar 2019,https://www.imdb.com/title/tt9034290,"As war breaks out in Gallipoli, two Turkish ice cream vendors in Australia, unable to return, find a way to support their homeland from afar.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTJ7q53Qa9wm-sd0WJbFCtcC6v1wzx_ZLe4lOS0OX-rlkDoweAxWRhWJCstMkHlZWABjPLlWGH7ZfNniHRreKUPkiA.jpg?r=9d6
Veda,Drama,Movie,Orhan Aksoy,"Erdogan Tünas, Fuat Özlüer","Timuçin Caymaz, Dogan Bavli, Sebnem Anil, Filiz Akin",5.2,01 Jan 1975,https://www.imdb.com/title/tt0183963,"From military school to the War of Independence, see the story of revolutionary statesman and founder of the Republic of Turkey, Mustafa Kemal AtatÃ¼rk.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa-X7uiHB8KgCVUK81iZ17-FWx4ikZjrr3Lg4_0wvtXc-tlt5vFnhCb65uK5Bai8pisHK1FEwnRUlhEvdOCqVsFn1g.jpg?r=7c8
Water and Fire,"Drama, Romance",Movie,Özcan Deniz,"Avni Tuna Dilligil, Özcan Deniz","Pelin Akil, Yasemin Kay Allen, Kaan Çakir, Özcan Deniz",6.2,15 Nov 2013,https://www.imdb.com/title/tt3142958,"YaÄŸmur meets a mysterious man en route to London and falls in love, but a blood feud in Eastern Turkey threatens their bond.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQo-VFNJ7uIE7w-ddME4NJjsN4xXSCFXNBK7LfothT2f-jXUIZkmdVx_BZIyCDM1mwefeu8TYG81byfzv_Sx2WDO-w.jpg?r=340
What If,"Comedy, Romance",Movie,Michael Dowse,"Elan Mastai, Michael Rinaldi, T.J. Dawe","Daniel Radcliffe, Zoe Kazan, Adam Driver, Megan Park",6.8,15 Aug 2014,https://www.imdb.com/title/tt1486834,A filmmaker faces a choice that could result in two diverging lives: one in which he finds love and another that drives him to the edge.,https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcAqiHIcDbpHSXZL1lYDXVDo2tmNd0Q5cxJXZPB-HALxZrEmJcmp_5UdZC4ywMo9AKLPvxPUnNHrC54mvAnHRhhDrw.jpg?r=c84
Wind,"Action, Drama, Sport",Movie,Carroll Ballard,"Jeff Benjamin, Mac Gudgeon, Kimball Livingston, Rudy Wurlitzer, Roger Vaughan","Jennifer Grey, Cliff Robertson, Matthew Modine, Jack Thompson",6.4,11 Sep 1992,https://www.imdb.com/title/tt0105824,Diaper company manager Ece resists her boyfriends efforts to wed — until a young purse snatcher enters their lives.,https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZaX-unA9KPNO3i8FAXqMOMuif-469f3iGolAvD8XuUbvxiOoxjblipDCTPVFZGNFisnVs2XQWmirmisfGpLYcVDxg.jpg?r=b64
Youre My Home,"Crime, Drama, Romance, Thriller",Movie,,"Sera Gamble, Greg Berlanti","Ambyr Childers, Victoria Pedretti, Penn Badgley",7.7,09 Sep 2018,https://www.imdb.com/title/tt7335184,"The daughter of a real estate contractor falls for a construction worker at her fathers work site, but a dire diagnosis threatens to undo everything.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSoPn8_0arHMy7n80s6wnevrRL5If3QZEMuN3SHUqSvCg9ydJfWPwtkO9TrgY-Zzo4rA2kqWNjY5aBbLyrEGmdx-1w.jpg?r=5c2
Yahsi Bati,"Adventure, Comedy, Fantasy, Western",Movie,Ömer Faruk Sorak,"Emirhan Aydin, Esat Ozcan, Cem Yilmaz","Cem Yilmaz, Zafer Algöz, Demet Evgar, Ozan Güven",7.4,01 Jan 2010,https://www.imdb.com/title/tt1567448,"On behalf of their sultan, two Ottoman envoys brave the Wild West to deliver a diamond necklace to the U.S. president -- but chaos derails the mission.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaGnFf59b6me_PvBigPkX6IHPLqligP-KRGhOeHCQ6ABzEuWredGDF49thZcPgNwiYRGD27RYIjQnaNTBSQu8PSe5A.jpg?r=bb9
Maskeli Besler Kibris,Comedy,Movie,Murat Aslan,Murat Aslan,"Melih Ekener, Safak Sezer, Cengiz Küçükayvaz, Peker Açikalin",3.1,11 Jan 2008,https://www.imdb.com/title/tt1189383,A gang of clumsy crooks attempts to hang up their lawbreaking ways until a slimy businessman recruits them for a big-time casino robbery.,https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbx2o9XorRJLoCt39Ous_cNna9qqFRQ69h7uRjsG50SZK0tXIwWpNcLXcmBJ0xpm6ZvjkcYxVew928nTs62p33X3Wg.jpg?r=87f
Maskeli Besler Irak,"Adventure, Comedy",Movie,Murat Aslan,Murat Aslan,"Melih Ekener, Safak Sezer, Cengiz Küçükayvaz, Peker Açikalin",3.7,12 Jan 2007,https://www.imdb.com/title/tt0949751,"A crew of inept criminals seize an Iraqi oil plant and redirect the pipelines to Turkey, causing an international rift.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS7HgzPoDtlqMiUqKIJVmF8CU-M7dSuYjRrCDPkpCWru7hQqYy9yD5rbs_eF4-JMsf_dT9mYqv42Q84SZShWqH-Agg.jpg?r=007
Living in Oblivion,"Comedy, Drama",Movie,Tom DiCillo,Tom DiCillo,"Catherine Keener, Dermot Mulroney, Steve Buscemi, Danielle von Zerneck",7.5,21 Jul 1995,https://www.imdb.com/title/tt0113677,Spend a day in the life of a small-time indie filmmaker who has one goal: to realize his artistic vision within the confines of a shoestring budget.,https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQYwKO9IebrIp2msooap68SY_2mpeJo19d7qZsH5rUm8-cRnqsLw6RbZ6am8T_dsYZWHbS_Kcd8X5fzrgqNHFBe7XA.jpg?r=e8d
Kelebekler,Drama,Movie,,,"Sadettin Kanpalta, Onur Azad Yilmaz",6.3,19 Oct 2011,https://www.imdb.com/title/tt2168318,"Separated for 30 years, three siblings return to their hometown village after mysteriously being summoned by their equally estranged father.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABamPGMJ0mgp3wuvB9If04tIE3hGe-p3lEIRp_9XCmjkzcOxK3aVrcJmB2GZUCA8owM8YBD9tk7taAOwgubMcXoZ-vg.jpg?r=e48
Ketenpere,Comedy,Movie,Kamil Cetin,Safak Sezer,"Safak Sezer, Elif Erol, Hakan Ural, Mehmet Esen",4.4,03 Nov 2017,https://www.imdb.com/title/tt7588160,A convict-turned-aspiring actor enlists the help of his friend -- and mafioso -- to produce his own film.,https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdL08hs80kiWNAbW4h8ZPhyT4P0R_Mz3U-mtWkdDQB6sV7LwXnRHY2rAKSVODgYCU_b9G5GUxJvIBbEJ0-oOchqReQ.jpg?r=2cb
Kaybedenler Kulubu,Drama,Movie,Mehmet Ada Öztekin,Mehmet Ada Öztekin,"Nejat Isler, Hande Dogandemir, Yigit Özsener, Merve Çagiran",6.0,16 Mar 2018,https://www.imdb.com/title/tt7392244,"As their controversial radio show becomes a cultural phenomenon, an alternative publisher and a vinyl collector must grapple with existential blues.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTe2XcI_gO5oM16GSGryM5Wn-VrleM1BQEkZs4uOqlic9VxirzZPz2LXBG3rm2jFXRzF4VBQZ-bbS_pM4UF-wCliUw.jpg?r=43b
Is This Love?,"Drama, Short",Movie,,Paul H. Landis,"Craig Slocum, Lynne Gorman",1.7,,https://www.imdb.com/title/tt0292024,"After a foiled robbery, a troubled thief meets a homeowners daughter who promptly steals his heart, but a sudden ailment could snatch it all away.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRZ6dsUmcq91Fm7zX9OBsJaq4mCKzDuXVkYssnp935yRwdrSfJGcRaIC9-WcIL5FJcv76xN4SvgSh6tuLBfNDIyu5A.jpg?r=b9c
Hep Yek 3,Comedy,Movie,,,,,,https://www.imdb.com/title/tt6426234,"With the mafia on their tail, Altan and Gürkan embark on new misadventures when they find themselves at a party hosted by a notorious antiques smuggler.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUDzzr0ldmXsNuCIqfdIlqiiglNVrqzdRzRV-33GClkxBdnbS3W9bx4UkwTRrrBLMI-ompasGirenH1SPup-z-GF5Q.jpg?r=9b6
Hep Yek 2,"Comedy, Crime",Movie,Orçun Benli,"Bilal Kalyoncu, Orçun Benli, Sükrü Üçpinar","Ali Çatalbas, Ulas Torun, Gokhan Yikilkan, Gürkan Uygun",4.2,13 Jan 2017,https://www.imdb.com/title/tt6126428,"With their lives on the line, Altan and GÃ¼rkan scramble to dispose of a body for Cevat, but their ham-fisted efforts draw the ire of dangerous men.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa69lITylzCkS-NdKEUC9uH5MQaAxnjlaMy1UEQdiwKfWJQFO2kKrVHT7cPZlWqfp0fnkbJxMiFj5VKxXMh5KZKJJg.jpg?r=848
Hep Yek,Comedy,Movie,Ali Yorgancioglu,"Alper Erze, Bilal Kalyoncu, Suat Ozkan","Ulas Torun, Gokhan Yikilkan, Firat Tanis, Denise Capezza",4.2,05 Feb 2016,https://www.imdb.com/title/tt5295358,"An infatuated mobster hires a skilled criminal to kidnap a fashion model, but two troublemakers prone to mischief ruin the plan.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXuLiNfigfliZ2aKZVSDAIOUaWozedLi9n0ERteAhtCVIL73wqJREN9FNngcT6lJjz1hKOfbd0JjN55on1KANpB7NQ.jpg?r=eb9
Feride,"Drama, Romance",Movie,Metin Erksan,Metin Erksan,"Semra Karaca, Engin Çaglar, Emel Sayin, Gökben",5.4,01 Dec 1971,https://www.imdb.com/title/tt0274499,"While bickering with her boss at a tailor shop, Feride makes a life-altering bet that propels her toward her dream of making it big in high fashion.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfMeYBkqDHV5xym7mqS1lHjOME_BgQoPMBC9Xn5g8Shn6wSgsosLZ6aAFOIRUDL9mhVkhkveq-uB51UC1a4K7nxqfw.jpg?r=20a
Entrusted,"Drama, Thriller",Movie,Giacomo Battiato,"Loup Durand, Giacomo Battiato, Nicola Lusuardi","Klaus Maria Brandauer, Thomas Brodie-Sangster, Giovanna Mezzogiorno, Claire Keim",6.4,03 Jul 2003,https://www.imdb.com/title/tt0350755,"Gripped by tragedy, a sorrowful architect secludes himself in a remote village where he meets a healer who helps him confront his inner demons.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX9q8T-S1lcpMW9TlZiVm0DHx0_Pfy6hD3Htu8z6Z7L_nJcyQOwjVGaqBmj0gKWoauoOFFaYAAn5QEP8_s5sos9ObQ.jpg?r=5e7
Cute & Dangerous,"Comedy, Romance",Movie,"Reyhan Pekar, Özcan Deniz","Avni Tuna Dilligil, Özcan Deniz","Ayça Aysin Turan, Sukru Ozyildiz, Türkan Kiliç, Ahmet Ozarslan",6.1,06 Feb 2015,https://www.imdb.com/title/tt4306308,"When a privileged daughter encounters a benevolent thief, their affections for each other become complicated by an unexpected shared past.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd9XBeQzLUQ3xL2u3w_-BwIlTfvR3MTdqtwb-VpVFdm0cl0rJ63F188b8gbLDozdvCPV2yTrSo447A3T8FSCQGld0Q.jpg?r=b1d
Canakkale 1915,"Drama, History",Movie,Yesim Sezgin,Turgut Özakman,"Baris Çakmak, Bülent Alkis, Celil Nalcakan, Baran Akbulut",6.4,18 Oct 2012,https://www.imdb.com/title/tt2415964,"Based on Turgut Özakmans novel, this historical drama details the critical decisions that led to Turkeys history-shifting battles during World War I.",https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaeisgQFLRpwTkHZZrh4RKZZI8Z7Z155SNvxBDxGumQMLR1B4hbKXcxxG0PwxwOk8kHHDHqOsJPlJxxyAI8cpC0LFg.jpg?r=594
